ticker,Name,Par,CoupRt,Freq,Maturity,Date,YrsTMat,Close Price
G180024,18附息国债24,100,4.08,2,30,2019/10/29,28.981353,104.4
G190008,19附息国债08,100,4,2,50,2019/10/29,49.652055,102.5
G190001,19附息国债01,100,2.31,0,1,2019/11/21,0.156045,99.98
G190013,19附息国债13,100,2.94,1,5,2019/11/21,4.904678,99.99
G190007,19附息国债07,100,3.25,1,7,2019/11/21,6.539726,100.53
G180027,18附息国债27,100,3.25,2,10,2019/11/21,9.003039,100.34
G190006,19附息国债06,100,3.29,2,10,2019/11/21,9.50137,100.81
G170015,17附息国债15,100,4.05,2,30,2019/11/21,27.671233,104.5
G180017,18附息国债17,100,3.97,2,30,2019/11/21,28.669706,102.95
G180024,18附息国债24,100,4.08,2,30,2019/11/21,28.91834,103.91
G190008,19附息国债08,100,4,2,50,2019/11/21,49.589041,104.29
G190005,19附息国债05,100,2.65,0,1,2019/12/31,0.39345,100.2
G190003,19附息国债03,100,2.69,1,3,2019/12/31,2.180822,100
G170018,17附息国债18,100,3.59,2,10,2019/12/31,7.589041,102.49
G170025,17附息国债25,100,3.82,2,10,2019/12/31,7.838356,104.5
G180004,18附息国债04,100,3.85,2,10,2019/12/31,8.087439,104.66
G180011,18附息国债11,100,3.69,2,10,2019/12/31,8.377057,103.64
G180019,18附息国债19,100,3.54,2,10,2019/12/31,8.625691,102.95
G190015,19附息国债15,100,3.13,2,10,2019/12/31,9.890411,99.8
G170015,17附息国债15,100,4.05,2,30,2019/12/31,27.561644,105.59
G180017,18附息国债17,100,3.97,2,30,2019/12/31,28.560117,103.8
G190005,19附息国债05,100,2.65,0,1,2020/1/23,0.330601,100.41
G190004,19附息国债04,100,3.19,1,5,2020/1/23,4.215847,101.7
G190013,19附息国债13,100,2.94,1,5,2020/1/23,4.73224,100.6
G170015,17附息国债15,100,4.05,2,30,2020/1/23,27.498795,108.03
G180017,18附息国债17,100,3.97,2,30,2020/1/23,28.497268,106.6
G180024,18附息国债24,100,4.08,2,30,2020/1/23,28.745902,108.6
G190005,19附息国债05,100,2.65,0,1,2020/2/26,0.237705,100.22
G190006,19附息国债06,100,3.29,2,10,2020/2/26,9.236036,103
G190015,19附息国债15,100,3.13,2,10,2020/2/26,9.734666,102
G170015,17附息国债15,100,4.05,2,30,2020/2/26,27.405899,109.42
G180017,18附息国债17,100,3.97,2,30,2020/2/26,28.404372,108.8
G180024,18附息国债24,100,4.08,2,30,2020/2/26,28.653005,111
G190008,19附息国债08,100,4,2,50,2020/2/26,49.323707,108.78
G190005,19附息国债05,100,2.65,0,1,2020/3/23,0.166667,100.15
G190002,19附息国债02,100,2.44,1,2,2020/3/23,0.915682,100.45
G190003,19附息国债03,100,2.69,1,3,2020/3/23,1.954038,100.81
G190004,19附息国债04,100,3.19,1,5,2020/3/23,4.051913,102.95
G190013,19附息国债13,100,2.94,1,5,2020/3/23,4.568306,102.27
G170013,17附息国债13,100,3.57,1,7,2020/3/23,4.248634,104.68
G170020,17附息国债20,100,3.69,1,7,2020/3/23,4.497268,105.35
G180027,18附息国债27,100,3.25,2,10,2020/3/23,8.666667,103.51
G170015,17附息国债15,100,4.05,2,30,2020/3/23,27.33486,111.89
G180017,18附息国债17,100,3.97,2,30,2020/3/23,28.333333,110
G180024,18附息国债24,100,4.08,2,30,2020/3/23,28.581967,113.16
G190008,19附息国债08,100,4,2,50,2020/3/23,49.252669,115
G200001,20附息国债01,100,2.25,0,1,2020/4/30,0.694049,100.9
G170015,17附息国债15,100,4.05,2,30,2020/4/30,27.231035,111.85
G180017,18附息国债17,100,3.97,2,30,2020/4/30,28.229508,111.2
G180024,18附息国债24,100,4.08,2,30,2020/4/30,28.478142,113.43
G190008,19附息国债08,100,4,2,50,2020/4/30,49.148843,115.2
G200001,20附息国债01,100,2.25,0,1,2020/5/28,0.617546,100.48
G190002,19附息国债02,100,2.44,1,2,2020/5/28,0.735354,100.66
G180016,18附息国债16,100,3.3,1,5,2020/5/28,3.121656,104.22
G170015,17附息国债15,100,4.05,2,30,2020/5/28,27.154533,108.95
G190008,19附息国债08,100,4,2,50,2020/5/28,49.072341,108.49
G200001,20附息国债01,100,2.25,0,1,2020/6/30,0.527382,100.08
G190015,19附息国债15,100,3.13,2,10,2020/6/30,9.393136,102.23
G170015,17附息国债15,100,4.05,2,30,2020/6/30,27.064369,107.43
G180017,18附息国债17,100,3.97,2,30,2020/6/30,28.062842,110
G180024,18附息国债24,100,4.08,2,30,2020/6/30,28.311475,109.4
G200004,20附息国债04,100,3.39,2,30,2020/6/30,29.708204,98.28
G190008,19附息国债08,100,4,2,50,2020/6/30,48.982177,107.5
G200001,20附息国债01,100,2.25,0,1,2020/7/24,0.461809,100.14
G200010,20附息国债10,100,2.15,0,1,2020/7/24,0.976877,100.01
G190002,19附息国债02,100,2.44,1,2,2020/7/24,0.579617,100.14
G170007,17附息国债07,100,3.13,1,5,2020/7/24,1.719343,101.37
G190013,19附息国债13,100,2.94,1,5,2020/7/24,4.23224,101.4
G200005,20附息国债05,100,1.99,1,5,2020/7/24,4.708384,97.55
G180027,18附息国债27,100,3.25,2,10,2020/7/24,8.330601,103.27
G170015,17附息国债15,100,4.05,2,30,2020/7/24,26.998795,107
G180017,18附息国债17,100,3.97,2,30,2020/7/24,27.997268,106.18
G200004,20附息国债04,100,3.39,2,30,2020/7/24,29.64263,98.1
G190008,19附息国债08,100,4,2,50,2020/7/24,48.916603,107.28
G200001,20附息国债01,100,2.25,0,1,2020/8/26,0.371645,99.94
G200010,20附息国债10,100,2.15,0,1,2020/8/26,0.886713,99.73
G190002,19附息国债02,100,2.44,1,2,2020/8/26,0.489453,100
G180023,18附息国债23,100,3.29,1,5,2020/8/26,3.144247,101.7
G170013,17附息国债13,100,3.57,1,7,2020/8/26,3.822404,103.22
G170020,17附息国债20,100,3.69,1,7,2020/8/26,4.071038,103.59
G170015,17附息国债15,100,4.05,2,30,2020/8/26,26.908631,106.22
G180017,18附息国债17,100,3.97,2,30,2020/8/26,27.907104,103.97
G180024,18附息国债24,100,4.08,2,30,2020/8/26,28.155738,106.1
G200004,20附息国债04,100,3.39,2,30,2020/8/26,29.552467,97.99
G190008,19附息国债08,100,4,2,50,2020/8/26,48.826439,105.29
G200001,20附息国债01,100,2.25,0,1,2020/9/29,0.278748,99.93
G200010,20附息国债10,100,2.15,0,1,2020/9/29,0.793817,99.69
G190002,19附息国债02,100,2.44,1,2,2020/9/29,0.396557,99.99
G190009,19附息国债09,100,2.74,1,2,2020/9/29,0.780118,100.17
G180007,18附息国债07,100,3.42,1,3,2020/9/29,0.533543,100.94
G190003,19附息国债03,100,2.69,1,3,2020/9/29,1.434913,100.02
G170001,17附息国债01,100,2.88,1,5,2020/9/29,1.286968,100.57
G170014,17附息国债14,100,3.47,1,5,2020/9/29,1.785598,101.91
G180009,18附息国债09,100,3.17,1,5,2020/9/29,2.552721,101.06
G180016,18附息国债16,100,3.3,1,5,2020/9/29,2.782858,101.44
G180023,18附息国债23,100,3.29,1,5,2020/9/29,3.051351,101.88
G190013,19附息国债13,100,2.94,1,5,2020/9/29,4.04918,100.32
G170015,17附息国债15,100,4.05,2,30,2020/9/29,26.815735,105.98
G180017,18附息国债17,100,3.97,2,30,2020/9/29,27.814208,103.3
G200004,20附息国债04,100,3.39,2,30,2020/9/29,29.45957,96.48
G190008,19附息国债08,100,4,2,50,2020/9/29,48.733543,103.28
G200001,20附息国债01,100,2.25,0,1,2020/10/29,0.196781,99.88
G200010,20附息国债10,100,2.15,0,1,2020/10/29,0.71185,99.6
G200005,20附息国债05,100,1.99,1,5,2020/10/29,4.443357,95.47
G190015,19附息国债15,100,3.13,2,10,2020/10/29,9.062535,99.47
G170015,17附息国债15,100,4.05,2,30,2020/10/29,26.733767,104.2
G180017,18附息国债17,100,3.97,2,30,2020/10/29,27.73224,102.4
G200004,20附息国债04,100,3.39,2,30,2020/10/29,29.377603,95.33
G200012,20附息国债12,100,3.81,2,30,2020/10/29,29.876233,98.62
G190008,19附息国债08,100,4,2,50,2020/10/29,48.651576,101.3
G200007,20附息国债07,100,3.73,2,50,2020/10/29,49.569384,94.66
G200001,20附息国债01,100,2.25,0,1,2020/11/30,0.10935,99.95
G200010,20附息国债10,100,2.15,0,1,2020/11/30,0.624418,99.6
G200005,20附息国债05,100,1.99,1,5,2020/11/30,4.355925,95.27
G170015,17附息国债15,100,4.05,2,30,2020/11/30,26.646336,102.55
G180017,18附息国债17,100,3.97,2,30,2020/11/30,27.644809,101.31
G180024,18附息国债24,100,4.08,2,30,2020/11/30,27.893443,103.8
G200004,20附息国债04,100,3.39,2,30,2020/11/30,29.290171,91
G190008,19附息国债08,100,4,2,50,2020/11/30,48.564144,100.78
G200007,20附息国债07,100,3.73,2,50,2020/11/30,49.481952,94.88
G200010,20附息国债10,100,2.15,0,1,2020/12/31,0.539719,99.92
G200015,20附息国债15,100,2.89,0,1,2020/12/31,0.884924,100.61
G200005,20附息国债05,100,1.99,1,5,2020/12/31,4.271225,95.82
G200013,20附息国债13,100,3.02,1,5,2020/12/31,4.808212,99.96
G170015,17附息国债15,100,4.05,2,30,2020/12/31,26.561636,104.49
G180017,18附息国债17,100,3.97,2,30,2020/12/31,27.560109,102.56
G200004,20附息国债04,100,3.39,2,30,2020/12/31,29.205472,93.5
G190008,19附息国债08,100,4,2,50,2020/12/31,48.479445,102.58
G200007,20附息国债07,100,3.73,2,50,2020/12/31,49.397253,97.46
G200010,20附息国债10,100,2.15,0,1,2021/1/29,0.460274,99.79
G200015,20附息国债15,100,2.89,0,1,2021/1/29,0.805479,100.33
G210001,21附息国债01,100,2.43,0,1,2021/1/29,0.978082,99.99
G180027,18附息国债27,100,3.25,2,10,2021/1/29,7.813998,100.69
G170015,17附息国债15,100,4.05,2,30,2021/1/29,26.482192,104.19
G180017,18附息国债17,100,3.97,2,30,2021/1/29,27.480665,102.6
G180024,18附息国债24,100,4.08,2,30,2021/1/29,27.729299,105.17
G200004,20附息国债04,100,3.39,2,30,2021/1/29,29.126027,93.08
G190008,19附息国债08,100,4,2,50,2021/1/29,48.4,103.99
G200007,20附息国债07,100,3.73,2,50,2021/1/29,49.317808,98.88
G200010,20附息国债10,100,2.15,0,1,2021/2/26,0.383562,99.94
G200015,20附息国债15,100,2.89,0,1,2021/2/26,0.728767,100.4
G210001,21附息国债01,100,2.43,0,1,2021/2/26,0.90137,99.9
G170006,17附息国债06,100,3.2,1,7,2021/2/26,3.051493,100.21
G180027,18附息国债27,100,3.25,2,10,2021/2/26,7.737286,101.99
G190006,19附息国债06,100,3.29,2,10,2021/2/26,8.235616,101.25
G170015,17附息国债15,100,4.05,2,30,2021/2/26,26.405479,104.04
G200004,20附息国债04,100,3.39,2,30,2021/2/26,29.049315,92.67
G200012,20附息国债12,100,3.81,2,30,2021/2/26,29.547945,100.09
G190008,19附息国债08,100,4,2,50,2021/2/26,48.323288,103.72
G200007,20附息国债07,100,3.73,2,50,2021/2/26,49.241096,98.16
G200010,20附息国债10,100,2.15,0,1,2021/3/31,0.293151,99.95
G200015,20附息国债15,100,2.89,0,1,2021/3/31,0.638356,100.37
G210001,21附息国债01,100,2.43,0,1,2021/3/31,0.810959,99.92
G200009,20附息国债09,100,2.36,1,3,2021/3/31,2.254795,99.01
G200005,20附息国债05,100,1.99,1,5,2021/3/31,4.024658,96.14
G180027,18附息国债27,100,3.25,2,10,2021/3/31,7.646875,100.72
G170015,17附息国债15,100,4.05,2,30,2021/3/31,26.315068,105.5
G180017,18附息国债17,100,3.97,2,30,2021/3/31,27.313541,104.03
G200004,20附息国债04,100,3.39,2,30,2021/3/31,28.958904,93.9
G190008,19附息国债08,100,4,2,50,2021/3/31,48.232877,105.44
G200007,20附息国债07,100,3.73,2,50,2021/3/31,49.150685,99.83
G200010,20附息国债10,100,2.15,0,1,2021/4/30,0.210959,100.09
G200015,20附息国债15,100,2.89,0,1,2021/4/30,0.556164,100.6
G210001,21附息国债01,100,2.43,0,1,2021/4/30,0.728767,100.2
G210006,21附息国债06,100,2.36,0,1,2021/4/30,0.978082,100.08
G200005,20附息国债05,100,1.99,1,5,2021/4/30,3.942466,96.31
G170015,17附息国债15,100,4.05,2,30,2021/4/30,26.232877,106.6
G180017,18附息国债17,100,3.97,2,30,2021/4/30,27.23135,104.79
G180024,18附息国债24,100,4.08,2,30,2021/4/30,27.479984,107.1
G200004,20附息国债04,100,3.39,2,30,2021/4/30,28.876712,95.1
G190008,19附息国债08,100,4,2,50,2021/4/30,48.150685,106.6
G200007,20附息国债07,100,3.73,2,50,2021/4/30,49.068493,100.68
G200010,20附息国债10,100,2.15,0,1,2021/5/31,0.126027,100.01
G200015,20附息国债15,100,2.89,0,1,2021/5/31,0.471233,100.4
G210001,21附息国债01,100,2.43,0,1,2021/5/31,0.643836,100.13
G210006,21附息国债06,100,2.36,0,1,2021/5/31,0.893151,100.08
G190003,19附息国债03,100,2.69,1,3,2021/5/31,0.767123,100.18
G200005,20附息国债05,100,1.99,1,5,2021/5/31,3.857534,96.35
G190006,19附息国债06,100,3.29,2,10,2021/5/31,7.978082,102.49
G190015,19附息国债15,100,3.13,2,10,2021/5/31,8.476712,99.81
G170015,17附息国债15,100,4.05,2,30,2021/5/31,26.147945,106.88
G180017,18附息国债17,100,3.97,2,30,2021/5/31,27.146418,105.5
G180024,18附息国债24,100,4.08,2,30,2021/5/31,27.395052,108.28
G200004,20附息国债04,100,3.39,2,30,2021/5/31,28.791781,95.33
G190008,19附息国债08,100,4,2,50,2021/5/31,48.065753,107.41
G200007,20附息国债07,100,3.73,2,50,2021/5/31,48.983562,100.65
G200015,20附息国债15,100,2.89,0,1,2021/6/30,0.389041,100.32
G210001,21附息国债01,100,2.43,0,1,2021/6/30,0.561644,100.02
G210006,21附息国债06,100,2.36,0,1,2021/6/30,0.810959,100.1
G210008,21附息国债08,100,2.57,1,2,2021/6/30,1.887671,99.64
G200003,20附息国债03,100,2.24,1,3,2021/6/30,1.679452,99.56
G190004,19附息国债04,100,3.19,1,5,2021/6/30,2.782806,101.04
G2000001,20抗疫国债01,100,2.41,1,5,2021/6/30,3.969863,101.8
G170020,17附息国债20,100,3.69,1,7,2021/6/30,3.228161,102.69
G170025,17附息国债25,100,3.82,2,10,2021/6/30,6.342466,104.99
G190015,19附息国债15,100,3.13,2,10,2021/6/30,8.394521,100.18
G200006,20附息国债06,100,2.68,2,10,2021/6/30,8.890411,95.87
G170015,17附息国债15,100,4.05,2,30,2021/6/30,26.065753,106.5
G180017,18附息国债17,100,3.97,2,30,2021/6/30,27.064226,105.25
G180024,18附息国债24,100,4.08,2,30,2021/6/30,27.31286,106.95
G200004,20附息国债04,100,3.39,2,30,2021/6/30,28.709589,95.1
G190008,19附息国债08,100,4,2,50,2021/6/30,47.983562,105.99
G200007,20附息国债07,100,3.73,2,50,2021/6/30,48.90137,100.39
G200015,20附息国债15,100,2.89,0,1,2021/7/30,0.306849,100.35
G210001,21附息国债01,100,2.43,0,1,2021/7/30,0.479452,100.26
G210006,21附息国债06,100,2.36,0,1,2021/7/30,0.728767,100.29
G210010,21附息国债10,100,2,0,1,2021/7/30,0.978082,100.01
G200002,20附息国债02,100,2.2,1,2,2021/7/30,0.542466,100.08
G190003,19附息国债03,100,2.69,1,3,2021/7/30,0.60274,100.4
G200005,20附息国债05,100,1.99,1,5,2021/7/30,3.693151,96.3
G200013,20附息国债13,100,3.02,1,5,2021/7/30,4.230137,101.15
G180027,18附息国债27,100,3.25,2,10,2021/7/30,7.315368,101.6
G190015,19附息国债15,100,3.13,2,10,2021/7/30,8.312329,101.97
G170015,17附息国债15,100,4.05,2,30,2021/7/30,25.983562,109.44
G180017,18附息国债17,100,3.97,2,30,2021/7/30,26.982035,108.04
G200004,20附息国债04,100,3.39,2,30,2021/7/30,28.627397,98
G190008,19附息国债08,100,4,2,50,2021/7/30,47.90137,108.75
G200007,20附息国债07,100,3.73,2,50,2021/7/30,48.819178,102.96
G200015,20附息国债15,100,2.89,0,1,2021/8/31,0.219178,100.2
G210001,21附息国债01,100,2.43,0,1,2021/8/31,0.391781,100.17
G210006,21附息国债06,100,2.36,0,1,2021/8/31,0.641096,100.65
G210010,21附息国债10,100,2,0,1,2021/8/31,0.890411,99.82
G200002,20附息国债02,100,2.2,1,2,2021/8/31,0.454795,100.03
G200011,20附息国债11,100,2.64,1,2,2021/8/31,0.950685,100.34
G190003,19附息国债03,100,2.69,1,3,2021/8/31,0.515068,100.3
G200005,20附息国债05,100,1.99,1,5,2021/8/31,3.605479,97.68
G170013,17附息国债13,100,3.57,1,7,2021/8/31,2.809664,102.89
G170015,17附息国债15,100,4.05,2,30,2021/8/31,25.89589,110.05
G180017,18附息国债17,100,3.97,2,30,2021/8/31,26.894363,109.47
G180024,18附息国债24,100,4.08,2,30,2021/8/31,27.142997,109.99
G200004,20附息国债04,100,3.39,2,30,2021/8/31,28.539726,99.47
G190008,19附息国债08,100,4,2,50,2021/8/31,47.813699,109.69
G200007,20附息国债07,100,3.73,2,50,2021/8/31,48.731507,104.05
G200015,20附息国债15,100,2.89,0,1,2021/9/30,0.136986,100.19
G210001,21附息国债01,100,2.43,0,1,2021/9/30,0.309589,100.18
G210006,21附息国债06,100,2.36,0,1,2021/9/30,0.558904,100.19
G210010,21附息国债10,100,2,0,1,2021/9/30,0.808219,99.9
G200002,20附息国债02,100,2.2,1,2,2021/9/30,0.372603,100.05
G200011,20附息国债11,100,2.64,1,2,2021/9/30,0.868493,100.33
G190003,19附息国债03,100,2.69,1,3,2021/9/30,0.432877,100.25
G200009,20附息国债09,100,2.36,1,3,2021/9/30,1.753425,99.87
G190015,19附息国债15,100,3.13,2,10,2021/9/30,8.142466,101.54
G170015,17附息国债15,100,4.05,2,30,2021/9/30,25.813699,109.72
G180017,18附息国债17,100,3.97,2,30,2021/9/30,26.812172,108.52
G180024,18附息国债24,100,4.08,2,30,2021/9/30,27.060805,110.4
G200004,20附息国债04,100,3.39,2,30,2021/9/30,28.457534,98.27
G190008,19附息国债08,100,4,2,50,2021/9/30,47.731507,110.2
G200007,20附息国债07,100,3.73,2,50,2021/9/30,48.649315,103.83
G210001,21附息国债01,100,2.43,0,1,2021/10/29,0.230137,100.05
G210006,21附息国债06,100,2.36,0,1,2021/10/29,0.479452,100.09
G210010,21附息国债10,100,2,0,1,2021/10/29,0.728767,99.85
G200002,20附息国债02,100,2.2,1,2,2021/10/29,0.293151,99.98
